"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
0.204554945899391,0.00694658775896635,0.0078931570508443,-0.00781061198320081,-0.00258111110256068,0.212610037476473,-0.000364542711833432,-0.00390092785411881,-0.0100292375210412,0.0166655928933767,0.199087167233575,0.00613837622009258,0.00844143482797941,0.0147185793808934,-0.00412862939041902,0.203846770203332
0.211959244959798,-0.00223550544346571,-0.0197876290576626,-0.0143920619763803,-0.00956455770938336,0.222861950913234,0.00107372307672921,-0.00544387387498269,0.000624451493515078,0.027922976922438,0.214285998485093,-0.0176920169432745,0.013896603041367,0.0235465832308775,-0.00584179017062969,0.192463799290516
0.203363466398112,-0.00336687395269771,-0.025657014822854,-0.0207306563139945,-0.000657067945693597,0.205028087154482,0.0103434803961651,-0.0111961167351334,0.00125719896838911,0.0173880725152014,0.213631940031718,-0.0158098065256811,-0.00475000751423269,0.0173530364578309,-0.0152129077583813,0.197860359035146
0.208130552004845,-0.0175498276728629,-0.0374578736987232,-0.0456170548155298,0.00262578972212593,0.205788430931021,0.00869988853153773,-0.0277393392390307,-0.0165554757841471,0.0107797400930929,0.228826347774894,-0.0300183593394003,-0.0035560433007787,0.0162979759972462,0.00303874302335512,0.185097393372627
0.209001551377703,-0.00403254136299644,-0.0432880398928593,-0.0165748938992959,0.000802107784492677,0.222154088293648,0.00258556871202387,-0.0304222520321849,-0.0292121784424003,0.0155790623816198,0.234859848211003,-0.0285374308553699,-0.00024320417137131,0.00893481688466758,0.000681109629782013,0.183029443544275
0.210904949818031,0.00531937631073951,-0.0380903936403259,-0.0192743301176059,8.47200905114837e-05,0.207295693776274,-0.0109347176555961,-0.0225143424344461,-0.0292406955429062,0.0378644813658848,0.239121086487291,-0.0201313444676399,-0.0113253937904961,0.0251761691100455,-0.0159507662222847,0.183359138392779
0.199310322109498,0.0174430547665498,-0.0474467965098166,-0.0356112661661172,-0.00430433630701571,0.210222018035393,-0.00632634438739308,-0.0191624144284924,-0.0276493534752707,0.0375040567555612,0.235797451861185,-0.0253779189175413,-0.0162714006458263,0.0141500080843837,-0.00488913353406029,0.197992849145801
0.209565577843959,0.00682197903419895,-0.0693184794356763,-0.0183401306383597,-0.000272451725686356,0.202309661538611,-0.000948340054558369,-0.00755883639558935,-0.0235334322766427,0.0413891794971711,0.222898587744117,-0.0328595347550575,0.000530467634398197,0.0166899930788874,-0.0171445732356479,0.214659572395105
0.209189219690495,-0.0105803942705535,-0.0647448468392294,-0.0150468529172171,0.0141835647635719,0.19778144874941,-0.00682640367514409,-0.0105339585320173,-0.0203611874556158,0.0355283044315751,0.225177737151066,-0.0210096550244123,-0.00350933727379271,0.0281691835220513,-0.0158030958171855,0.227754926261358
0.185023595056026,-0.00707399270272961,-0.0645414656069387,-0.0210215657088929,0.0100018503977094,0.18191279462315,0.00210149894423375,-0.0130113669295125,-0.0132892318066109,0.037693520972372,0.239658578626513,-0.0132659956228958,-0.00039126192062291,0.0270216850932574,-0.0183234045377358,0.226569054199657
0.179304891830846,0.00945215849821165,-0.0855171760905032,-0.0211282283412326,0.0178335822134123,0.170005125271735,0.00530314976911048,-0.0292465463289572,-0.00947556759572009,0.0518502954913973,0.247668829830753,-0.0223416661417738,-0.00639184366019451,0.0351634132651822,-0.0262402110781636,0.227936721423884
0.183329588823756,0.0220957208229825,-0.0689283067522097,-0.0101174624627264,0.0220917439855217,0.173283149903681,0.000495851637761376,-0.0234293667211301,-0.0123068547843439,0.0595013592244912,0.243590484684882,-0.0127638741142002,-0.000855522939038952,0.0479891478532846,-0.0295293989954544,0.230950939467257
0.183049928200084,0.0274619517053229,-0.0707409915985514,-0.0283086421488661,0.0215218551368155,0.158571288521033,-0.000994777788846732,0.00296045546369139,-0.0067502646168595,0.0354077651418055,0.229663337746288,-0.00729779133201771,0.00816371545089623,0.0443389740754893,-0.0363229914392372,0.230889400077963
0.186645689744761,0.01510461722249,-0.0811583454435503,-0.0221352750500981,0.0304518012367025,0.163868557264253,0.00598189578545496,0.00291504404893624,-0.0167012545758526,0.0255773479322462,0.228218849712095,-0.00821035493291547,0.0133604346767541,0.0405815192329468,-0.0313375574678442,0.234888993826116
0.189980892203264,0.0157490616264221,-0.0776924360567264,-0.0177079424455686,0.0329925279976078,0.165792296177832,-0.0223075148016095,0.0100917553493948,0.00260788814542654,0.00217710330619891,0.23189757674794,0.00602859593034546,0.00323113600263413,0.0370638602226244,-0.0341923981290286,0.218035082264743
0.196837682508517,0.0123186201755161,-0.0818975152356602,-0.00886200084423632,0.0381513374763681,0.170482091503621,-0.0409678904737513,0.0212278552786966,0.00534590661733089,-0.0225812218541379,0.233032623755332,0.0116971002235616,-0.00390222308970728,0.0185094473378944,-0.0294922113577933,0.223495310690856
0.197420695571193,0.00990046129566094,-0.0763764814345437,-0.00993415696056172,0.0406053210489626,0.176203454674865,-0.046656603577329,0.0199870960831158,0.00766915380110203,-0.0155233038772644,0.234959801311321,0.00704688175501541,-0.00201446409245264,0.0205584433778347,-0.0232787391416835,0.229229388315725
0.185596427305947,0.00761437857890445,-0.0765861871538486,0.00517862775570927,0.0287985362697723,0.180436020323912,-0.0443001330143592,0.0165512260482882,0.0114389648198627,0.00388577871938182,0.229006353155185,-0.000122409397965283,-0.0155823744992853,0.0181482498971613,-0.0552743234792414,0.2321084797887
0.186043993166184,0.0200560817422556,-0.0691200584668344,0.00470096553917767,0.0101369281380813,0.184939513116733,-0.0337868955433396,-0.00261906337250607,0.0189641931997734,0.0157138535453611,0.234248064005823,-0.00583971177636209,-0.0198392182447092,-0.00149153121387873,-0.0664301662764865,0.224626513452336
0.177742578960411,0.0256552498078719,-0.0910444317465492,0.0113535571747668,0.0152812056993037,0.17843532802661,-0.0275270245947913,-0.00212022821078105,0.026835503966051,0.0111299273813117,0.230093447176904,-0.00695421470519868,-0.017419063107534,-0.00829639443101897,-0.068193204614183,0.219334999733354
0.173120699150166,0.0391116137967959,-0.0888469199365392,0.0267071679822992,0.0107768181810247,0.174201713305887,-0.0309837494457035,0.00472505426474264,0.0275664701201589,0.0208993502189919,0.240152497618957,-0.0120077403687163,-0.0161055330172479,-0.014606198481473,-0.0542200466175103,0.218092668812076
0.146070807926322,0.0245087394750626,-0.0941946863982498,0.0166410415386946,0.0249561963446998,0.170894364537954,-0.0260331666968441,0.00679672628084101,0.0210133751389989,0.0230075281242618,0.245637438116778,0.00216627143467518,-0.00358270254302614,-0.0247011911236954,-0.0664974727596997,0.225563562777629
0.153739258072782,0.0149347558425893,-0.0914350435129906,0.0101027417172588,0.0221142789067711,0.167850953358443,-0.0131053681374926,0.00801348180758087,0.0225298280644124,0.0383163146582978,0.249877545182586,-0.00770235911261936,-0.0113937634094565,-0.0294842504901423,-0.0612198202219939,0.218007618155142
0.14239469505178,0.00952470255101405,-0.0910230748452587,0.0130483536631127,0.0339369619579382,0.188605621275776,6.51081727654091e-05,0.00949118997874734,0.00542197003129036,0.0362687096281704,0.231781043148482,-0.00654284379286824,0.0024007270345895,-0.0349984203453457,-0.0642997081682006,0.21477429966951
0.139562299146405,0.00755872174949183,-0.0814175777294261,0.00723316771533694,0.0410374694922738,0.196159466973972,0.00465570340180862,0.0139198223500094,0.0275267386959115,0.0253277009261958,0.225816489203304,-0.00964515068830636,0.0165213927908037,-0.0306966201038842,-0.064750570240588,0.212546001988685
0.141641547139262,0.00775555369653419,-0.0777266013383316,0.00491187748801631,0.0499694971510958,0.182217752926904,0.0275122672521067,0.00854537178367051,0.0295128378624941,0.0159953420744559,0.230681937899122,-0.00178413165455088,-0.0152914328562856,-0.0469870289185709,-0.0454290480335621,0.200022272886437
0.139481563016966,0.00421391698541972,-0.077717469798141,-0.000354260614964759,0.045089433931742,0.194528248706329,0.030463846297152,0.0209454573386936,0.0355333609995961,0.00786128379430575,0.247747313557835,-0.00446314984643799,-0.0292324349915215,-0.0622537507351209,-0.054504008435409,0.203064636380306
0.134158862917056,0.00329364201617235,-0.0845740864431093,0.0108033440405024,0.064947477359131,0.190554247536342,0.0225367016113229,0.0121508895569936,0.0290153568445521,0.00647801076859708,0.243677272035216,0.00833007952887815,-0.0508020556762378,-0.0705114007274994,-0.0659907145499988,0.188521863831835
0.130801372907844,-0.00645020201511487,-0.0842964696440722,0.0186447482289695,0.0561942291157775,0.200005070944805,0.0134639367879175,0.0138532544649469,0.0176898119274173,0.0089554218215973,0.267186609555474,0.00992205604418583,-0.0564622620035547,-0.071558146931824,-0.0579030173051884,0.195302044835969
0.147482122876303,-0.00271591142245047,-0.0823966415782145,0.0184538513677114,0.0453848618699128,0.200680915760235,0.0127769504365281,0.0269845231957279,0.0137113008811936,0.0124217621265443,0.276351111632416,0.0116259176022309,-0.0534901738391206,-0.0732038606598299,-0.0507975211575672,0.201090210891306
0.161266441882374,0.0107936942375351,-0.0887764135977969,0.013852922881399,0.0158534887340752,0.196665358348448,0.018305430257035,0.0243256612618552,0.0232696665113876,0.0208216319284175,0.280054619882324,0.0166403312354466,-0.0428898314899154,-0.0710494680825455,-0.0546877588328887,0.20056668262141
0.155707030904025,0.019593622284655,-0.087371217551129,0.0237946251843203,0.0269430740468504,0.192875624776563,0.0172299675304845,0.0203869253623043,0.0299471024597553,0.0165091456023804,0.277534743789209,0.0311579539892492,-0.0498266218535352,-0.0693850210857253,-0.0506875549884151,0.192216711325674
